,id,date,group,mood_class,average_mood,average_arousal,average_valence,average_activity,total_screen,total_sms,total_calls,total_built_in,total_communication,total_entertainment,total_finance,total_game,total_office,total_other,total_social,total_travel,total_unknown,total_utilities,total_weather
1129,AS14.31,2014-04-04,42.0,6,0.6000000000000001,0.6,0.5076923076923077,0.2435325753650975,0.11130686957939802,0.0,0.06451612903225806,0.03969433333333333,0.010298384615384617,0.025258571428571432,0.0,0.0,0.0,0.0050283333333333334,0.026727875,0.0,0.0,0.14889214285714286,0.0
1130,AS14.31,2014-04-05,42.0,8,0.6947368421052633,0.7,0.5692307692307692,0.44264502120261634,0.2510969565329343,0.0,0.16129032258064516,0.09831393333333335,0.05478130769230769,0.030239714285714286,0.004068,0.0,0.05516966666666666,0.075435,0.0,0.025627000000000004,0.0,0.08894285714285714,0.0
1131,AS14.31,2014-04-06,42.0,6,0.5684210526315789,0.5,0.4461538461538462,0.3047956766950672,0.3324991304148797,0.06666666666666667,0.03225806451612903,0.12829446666666666,0.06480976923076924,0.020822714285714285,0.10809,0.0,0.0,0.025768333333333334,0.002130125,0.0,0.0,0.028752142857142858,0.0
1132,AS14.31,2014-04-07,42.0,6,0.5684210526315789,0.55,0.4461538461538462,0.2674962933433773,0.24080104350007117,0.13333333333333333,0.03225806451612903,0.058678933333333336,0.06416869230769232,0.006312714285714285,0.07231399999999999,0.0,0.0,0.006130555555555556,0.00752875,0.0,0.0,0.0,0.0
1133,AS14.31,2014-04-08,42.0,6,0.631578947368421,0.65,0.5692307692307692,0.26044557205841984,0.14055247820978584,0.0,0.03225806451612903,0.0946330666666667,0.07207461538461539,0.04103085714285715,0.128704,0.0,0.004078,0.14086722222222223,0.038603250000000006,0.0,0.0,0.08419285714285715,0.0
1134,AS14.31,2014-04-09,42.0,6,0.631578947368421,0.55,0.5692307692307692,0.39979699723481593,0.17390230431764023,0.0,0.03225806451612903,0.08148806666666666,0.17964476923076925,0.03395171428571429,0.05419,0.0,0.002051,0.03951333333333333,0.028712625,0.0,0.0,0.045235,0.0
1135,AS14.31,2014-04-10,42.0,8,0.6631578947368422,0.6,0.5692307692307692,0.3664453811239452,0.581615260808364,0.2,0.06451612903225806,0.1483250666666667,0.3513636923076923,0.02272057142857143,0.0,0.0,0.011922333333333332,0.03468888888888889,0.038097875,0.0,0.0,0.2846664285714286,0.0
1136,AS14.31,2014-04-11,42.0,8,0.7578947368421052,0.65,0.7538461538461538,0.4958718097960719,0.5979298695170361,0.13333333333333333,0.3225806451612903,0.4316205333333334,0.42095992307692304,0.02307357142857143,0.31707199999999996,0.0,0.031898833333333335,0.04864277777777777,0.04017825,0.0,0.0,0.6758392857142856,0.0
1137,AS14.31,2014-04-12,42.0,6,0.631578947368421,0.65,0.6307692307692307,0.4022709419287298,0.35665560869548657,0.0,0.16129032258064516,0.046288133333333335,0.11635392307692309,0.0,0.06451000000000001,0.0,0.003678166666666667,0.005017222222222222,0.002637125,0.0,0.0,0.0,0.0
1138,AS14.31,2014-04-13,42.0,6,0.6000000000000001,0.35,0.6923076923076923,0.6816301144408345,0.35990317392349236,0.06666666666666667,0.16129032258064516,0.10513913333333336,0.02954969230769231,0.06671928571428572,0.0,0.0,0.002386,0.03509611111111111,0.003768875,0.0,0.0,0.14640214285714284,0.0
1139,AS14.31,2014-04-14,42.0,6,0.5052631578947369,0.3,0.38461538461538464,0.2221203936129247,0.31091108692210656,0.13333333333333333,0.0,0.10897173333333336,0.13169323076923078,0.027839714285714287,0.012036,0.0,0.001888,0.11343888888888888,0.06258775,0.0,0.0,0.014738571428571429,0.0
1140,AS14.31,2014-04-15,42.0,6,0.631578947368421,0.5,0.6153846153846154,0.29613341612263944,0.10061239127490836,0.0,0.03225806451612903,0.039808266666666675,0.0879503076923077,0.004279285714285715,0.09864400000000001,0.0,0.0,0.008923888888888891,0.0,0.0,0.0,0.11233642857142856,0.0
1141,AS14.31,2014-04-16,42.0,6,0.5921052631578947,0.5,0.5384615384615385,0.2855584091117109,0.20260573912703475,0.0,0.0967741935483871,0.11817279999999998,0.16740769230769234,0.014044714285714287,0.313678,0.0,0.013916166666666663,0.11575666666666666,0.005525625,0.0,0.0,0.10248,0.0
1142,AS14.31,2014-04-17,42.0,6,0.631578947368421,0.65,0.6923076923076923,0.31995227986458796,0.15595591300466788,0.0,0.03225806451612903,0.061174066666666665,0.15586815384615385,0.039703,0.13843800000000003,0.0,0.002842666666666666,0.03974277777777778,0.009638875,0.0,0.0,0.0922,0.0
1143,AS14.31,2014-04-18,42.0,6,0.6000000000000001,0.55,0.6307692307692307,0.15272567917201554,0.4610437391011614,0.0,0.12903225806451613,1.0,0.2556224615384616,0.2812884285714286,0.0,0.0,0.0,0.07775388888888887,0.02814575,0.0,0.0,0.005743571428571429,0.0
1144,AS14.31,2014-04-19,42.0,8,0.7578947368421052,0.7,0.7538461538461538,0.8420655897676639,0.10218017393609753,0.0,0.12903225806451613,0.06910273333333333,0.11057007692307691,0.0034754285714285716,0.0,0.0,0.0,0.02534777777777778,0.0010035,0.0,0.0,0.056584999999999996,0.0
1145,AS14.31,2014-04-20,42.0,8,0.7894736842105263,0.8,0.8769230769230769,0.7328435972046028,0.2469018261121668,0.0,0.0,0.1340618,0.2270136923076923,0.016839000000000003,0.0,0.0,0.015084833333333332,0.030235,0.018255625,0.07148,0.0,0.17782857142857145,0.0
1146,AS14.31,2014-04-21,42.0,6,0.536842105263158,0.55,0.5076923076923077,0.22376346169319655,0.3899671739391659,0.13333333333333333,0.03225806451612903,0.30681786666666666,0.20281576923076924,0.11594714285714286,0.148634,0.0,0.04428799999999999,0.18519388888888888,0.023396375,0.0,0.0,0.08222785714285714,0.0
1147,AS14.31,2014-04-22,42.0,6,0.631578947368421,0.5,0.6923076923076923,0.2603796421704645,0.41907813041106534,0.26666666666666666,0.0,0.07901526666666667,0.18078761538461538,0.03992471428571429,0.0,0.0,0.0013513333333333333,0.18777611111111112,0.041943249999999994,0.0,0.0,0.8592050000000001,0.0
1148,AS14.31,2014-04-23,42.0,6,0.631578947368421,0.7,0.6923076923076923,0.25721110933659447,0.28571995655350063,0.0,0.03225806451612903,0.14986560000000004,0.24134630769230772,0.007835714285714286,0.49278,0.0,0.07661749999999999,0.03659944444444444,0.00463675,0.0,0.0,0.7540714285714286,0.0
1149,AS14.31,2014-04-24,42.0,6,0.5526315789473684,0.5625,0.6153846153846154,0.25784307766420284,0.24784839131521147,0.0,0.03225806451612903,0.09617633333333332,0.24649646153846155,0.022822285714285715,0.064204,0.0,0.000668,0.024058333333333334,0.002507125,0.095349,0.0,0.40001000000000003,0.0
1150,AS14.31,2014-04-25,42.0,6,0.631578947368421,0.75,0.6923076923076923,0.41499933048783827,0.3476910869660585,0.0,0.3548387096774194,0.3115627333333333,0.24936584615384616,0.08963528571428571,0.0,0.0,0.0,0.11425333333333333,0.008531375,0.101301,0.0,0.15221785714285713,0.0
